Código do Município,Município,Estado,Região,Ano de Referência,Código do Prestador,Prestador,Sigla do Prestador,Abrangência,Tipo de serviço,Natureza jurídica,População total do município do ano de referência:,População total atendida com esgotamento sanitário
351340,Cruzeiro,SP,Sudeste,2022,35134011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"74.961,00",73.666
351360,Cunha,SP,Sudeste,2022,35136011,Prefeitura Municipal de Cunha,PMC,Local,Água e Esgoto,Administração pública direta,"22.110,00",6.234
351370,Descalvado,SP,Sudeste,2022,35137011,Prefeitura Municipal de Descalvado,SEMARH,Local,Água e Esgoto,Administração pública direta,"31.756,00",30.871
351400,Dobrada,SP,Sudeste,2022,35140011,Prefeitura Municipal de Dobrada,PMD,Local,Água e Esgoto,Administração pública direta,"8.759,00",8.570
351410,Dois Córregos,SP,Sudeste,2022,35141011,Serviço Autônomo de Água e Esgoto de Dois Córregos,SAAEDOCO,Local,Água e Esgoto,Autarquia,"24.510,00",24.170
351440,Dracena,SP,Sudeste,2022,35144011,"Empresa de Desenvolvimento, Água, Esgoto e Pavimentação de Dracena",EMDAEP,Local,Água e Esgoto,Empresa pública,"45.474,00",41.784
351460,Dumont,SP,Sudeste,2022,35146011,Prefeitura Municipal de Dumont,PMD,Local,Água e Esgoto,Administração pública direta,"9.471,00",9.471
351492,Elisiário,SP,Sudeste,2022,35149211,Prefeitura Municipal de Elisiário,PME,Local,Água e Esgoto,Administração pública direta,"3.138,00",3.138
351495,Embaúba,SP,Sudeste,2022,35149512,Município de Embaúba,PME,Local,Água e Esgoto,Administração pública direta,"2.323,00",2.323
351515,Engenheiro Coelho,SP,Sudeste,2022,35151511,Serviço de Água e Esgoto de Engenheiro Coelho,SAEEC,Local,Água e Esgoto,Autarquia,"19.566,00",19.566
351670,Garça,SP,Sudeste,2022,35167011,Serviço Autônomo de Água e Esgotos,SAAE,Local,Água e Esgoto,Autarquia,"42.110,00",37.629
351685,Gavião Peixoto,SP,Sudeste,2022,35168511,Prefeitura Municipal de Gavião Peixoto,PMGP,Local,Água e Esgoto,Administração pública direta,"4.702,00",3.793
351700,Getulina,SP,Sudeste,2022,35170011,Prefeitura Municipal de Getulina,PMG,Local,Água e Esgoto,Administração pública direta,"10.232,00",7.559
351720,Guaiçara,SP,Sudeste,2022,35172011,Prefeitura Municipal de Guaiçara,PMG,Local,Água e Esgoto,Administração pública direta,"11.239,00",11.239
351730,Guaimbê,SP,Sudeste,2022,35173011,Prefeitura Municipal de Guaimbê,PMG,Local,Água e Esgoto,Administração pública direta,"5.512,00",5.340
351740,Guaíra,SP,Sudeste,2022,35174011,Departamento de Esgoto e Água de Guaíra,DEAGUA,Local,Água e Esgoto,Autarquia,"39.279,00",39.279
351750,Guapiaçu,SP,Sudeste,2022,35175011,Prefeitura Municipal de Guapiaçu,PMG,Local,Água e Esgoto,Administração pública direta,"21.711,00",21.664
351770,Guará,SP,Sudeste,2022,35177011,Águas de Guará Ltda,GUARA,Local,Água e Esgoto,Empresa privada,"18.606,00",15.782
351780,Guaraçaí,SP,Sudeste,2022,35178011,Autarquia Municipal de Saneamento Ambiental de Guaraçaí,SAG,Local,Água e Esgoto,Autarquia,"7.441,00",5.793
351790,Guaraci,SP,Sudeste,2022,35179011,Prefeitura Municipal de Guaraci,PMG,Local,Água e Esgoto,Administração pública direta,"10.350,00",10.347
351810,Guarantã,SP,Sudeste,2022,35181011,Prefeitura Municipal de Guarantã,PMG,Local,Água e Esgoto,Administração pública direta,"6.427,00",6.427
351820,Guararapes,SP,Sudeste,2022,35182011,Prefeitura Municipal de Guararapes,PMG,Local,Água e Esgoto,Administração pública direta,"31.043,00",28.707
351840,Guaratinguetá,SP,Sudeste,2022,35184011,"Companhia de Serviço de Água, Esgoto e Resíduos de Guaratinguetá",SAEG,Local,Água e Esgoto,Sociedade de economia mista com administração pública,"118.044,00",108.317
351885,Guatapará,SP,Sudeste,2022,35188511,Prefeitura Municipal de Guatapará,PMG,Local,Água e Esgoto,Administração pública direta,"7.320,00",5.460
351900,Herculândia,SP,Sudeste,2022,35190011,Prefeitura Municipal de Herculândia,PMH,Local,Água e Esgoto,Administração pública direta,"9.125,00",8.290
351905,Holambra,SP,Sudeste,2022,35190512,Águas de Holambra,AH,Local,Água e Esgoto,Empresa privada,"15.094,00",15.094
351910,Iacanga,SP,Sudeste,2022,35191011,Prefeitura Municipal de Iacanga,PMI,Local,Água e Esgoto,Administração pública direta,"10.437,00",7.924
351930,Ibaté,SP,Sudeste,2022,35193011,Prefeitura Municipal de Ibaté,DAE,Local,Água e Esgoto,Administração pública direta,"32.178,00",30.789
351950,Ibirarema,SP,Sudeste,2022,35195011,Serviço Autônomo de Água e Esgoto de Ibirarema,SAAEI,Local,Água e Esgoto,Autarquia,"6.385,00",5.839
351960,Ibitinga,SP,Sudeste,2022,35196011,Serviço Autômono de Água e Esgoto da Estância Turistica de Ibitinga,SAAE,Local,Água e Esgoto,Autarquia,"60.033,00",56.730
351990,Iepê,SP,Sudeste,2022,35199011,Prefeitura Municipal de Iepê,PMI,Local,Água e Esgoto,Administração pública direta,"7.619,00",6.500
352000,Igaraçu do Tietê,SP,Sudeste,2022,35200011,Prefeitura Municipal de Igaraçu do Tietê,SAEIT,Local,Água e Esgoto,Administração pública direta,"23.106,00",22.743
352044,Ilha Solteira,SP,Sudeste,2022,35204411,Prefeitura Municipal de Ilha Solteira,PMISA,Local,Água e Esgoto,Administração pública direta,"25.549,00",23.975
352050,Indaiatuba,SP,Sudeste,2022,35205011,Serviço Autônomo de Água e Esgotos,SAAE,Local,Água e Esgoto,Autarquia,"255.748,00",239.199
352060,Indiana,SP,Sudeste,2022,35206011,Prefeitura Municipal de Indiana,PMI,Local,Água e Esgoto,Administração pública direta,"5.090,00",5.090
352090,Ipaussu,SP,Sudeste,2022,35209011,Prefeitura Municipal de Ipaussu,PMI,Local,Água e Esgoto,Administração pública direta,"13.712,00",13.326
352110,Ipeúna,SP,Sudeste,2022,35211011,Prefeitura Municipal de Ipeúna,PMI,Local,Água e Esgoto,Administração pública direta,"6.831,00",6.488
352115,Ipiguá,SP,Sudeste,2022,35211511,Prefeitura Municipal de Ipiguá,PMI,Local,Água e Esgoto,Administração pública direta,"6.761,00",3.557
352130,Ipuã,SP,Sudeste,2022,35213011,Serviço Autônomo de Água e Esgotos,SAAE,Local,Água e Esgoto,Autarquia,"14.454,00",14.454
352140,Iracemápolis,SP,Sudeste,2022,35214011,Prefeitura Municipal de Iracemápolis,PMI,Local,Água e Esgoto,Administração pública direta,"21.967,00",21.000
352160,Irapuru,SP,Sudeste,2022,35216011,Prefeitura Municipal de Irapuru,PMI,Local,Água e Esgoto,Administração pública direta,"7.085,00",4.995
352190,Itajobi,SP,Sudeste,2022,35219011,Prefeitura Municipal de Itajobi,PMI,Local,Água e Esgoto,Administração pública direta,"16.989,00",14.034
352200,Itaju,SP,Sudeste,2022,35220011,Prefeitura Municipal de Itaju,PMI,Local,Água e Esgoto,Administração pública direta,"3.618,00",3.064
352260,Itapira,SP,Sudeste,2022,35226011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"72.022,00",70.438
352270,Itápolis,SP,Sudeste,2022,35227011,Serviço Autônomo de Água e Esgoto de Itápolis,SAAEI,Local,Água e Esgoto,Autarquia,"39.493,00",39.418
352290,Itapuí,SP,Sudeste,2022,35229011,Prefeitura Municipal de Itapuí,PMI,Local,Água e Esgoto,Administração pública direta,"13.659,00",13.655
352300,Itapura,SP,Sudeste,2022,35230011,Departamento Municipal de Água e Esgoto,DEMAE,Local,Água e Esgoto,Administração pública direta,"3.979,00",3.783
352360,Itirapina,SP,Sudeste,2022,35236011,Prefeitura Municipal de Itirapina,PMI,Local,Água e Esgoto,Administração pública direta,"16.148,00",16.076
352390,Itu,SP,Sudeste,2022,35239012,Companhia Ituana de Saneamento,CIS,Local,Água e Esgoto,Autarquia,"168.240,00",129.100
352410,Ituverava,SP,Sudeste,2022,35241011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"37.571,00",37.375
352430,Jaboticabal,SP,Sudeste,2022,35243011,Serviço Autônomo Água e Esgoto de Jaboticabal,SAAEJ,Local,Água e Esgoto,Autarquia,"71.821,00",71.821
352440,Jacareí,SP,Sudeste,2022,35244011,Serviço Autônomo de Água e Esgoto de Jacareí,SAAE,Local,Água e Esgoto,Autarquia,"240.275,00",236.956
352450,Jaci,SP,Sudeste,2022,35245011,Prefeitura Municipal de Jaci,PMJ,Local,Água e Esgoto,Administração pública direta,"7.613,00",7.618
352470,Jaguariúna,SP,Sudeste,2022,35247011,Prefeitura Municipal de Jáguariúna,PMJ,Local,Água e Esgoto,Administração pública direta,"59.347,00",58.279
352510,Jardinópolis,SP,Sudeste,2022,35251011,Prefeitura Municipal de Jardinópolis,PMJ,Local,Água e Esgoto,Administração pública direta,"45.282,00",45.282
352530,Jaú,SP,Sudeste,2022,35253012,Águas de Jahu S. A.,CAJA,Local,Água e Esgoto,Empresa privada,"133.497,00",129.356
352560,João Ramalho,SP,Sudeste,2022,35256011,Prefeitura Municipal de João Ramalho,PMJR,Local,Água e Esgoto,Administração pública direta,"4.371,00",3.680
352570,José Bonifácio,SP,Sudeste,2022,35257011,Setor de Água e Esgoto,SAE,Local,Água e Esgoto,Administração pública direta,"36.633,00",33.336
352580,Júlio Mesquita,SP,Sudeste,2022,35258011,Prefeitura Municipal de Julio Mesquita,PMJM,Local,Água e Esgoto,Administração pública direta,"4.254,00",4.254
352585,Jumirim,SP,Sudeste,2022,35258511,Prefeitura Municipal de Jumirim,PMJ,Local,Água e Esgoto,Administração pública direta,"3.056,00",3.052
352590,Jundiaí,SP,Sudeste,2022,35259011,DAE S/A - Água e Esgoto,DAE Jundiaí,Local,Água e Esgoto,Sociedade de economia mista com administração pública,"443.221,00",437.843
352600,Junqueirópolis,SP,Sudeste,2022,35260011,Prefeitura Municipal de Junqueirópolis,PMJ,Local,Água e Esgoto,Administração pública direta,"20.448,00",16.771
352650,Lavínia,SP,Sudeste,2022,35265011,Prefeitura Municipal de Lavínia,PML,Local,Água e Esgoto,Administração pública direta,"9.689,00",4.684
352670,Leme,SP,Sudeste,2022,35267011,Superintendência de Água e Esgotos da Cidade de Leme,SAECIL,Local,Água e Esgoto,Autarquia,"98.161,00",95.503
352680,Lençóis Paulista,SP,Sudeste,2022,35268011,Serviço Autônomo de Água e Esgotos de Lençóis Paulista,SAAE,Local,Água e Esgoto,Autarquia,"66.505,00",65.696
352690,Limeira,SP,Sudeste,2022,35269011,BRK Ambiental - Limeira S.A.,BRKL,Local,Água e Esgoto,Empresa privada,"291.869,00",283.159
352700,Lindóia,SP,Sudeste,2022,35270011,Prefeitura Municipal de Lindóia,PML,Local,Água e Esgoto,Administração pública direta,"7.014,00",6.994
352730,Louveira,SP,Sudeste,2022,35273011,Prefeitura Municipal de Louveira,PML,Local,Água e Esgoto,Administração pública direta,"51.847,00",48.619
352760,Luís Antônio,SP,Sudeste,2022,35276012,Saneamento de Luiz Antônio S/A,SANEL,Local,Água e Esgoto,Empresa privada,"12.265,00",11.846
352800,Macatuba,SP,Sudeste,2022,35280011,Prefeitura Municipal de Macatuba,SISAM,Local,Água e Esgoto,Administração pública direta,"16.829,00",15.999
352810,Macaubal,SP,Sudeste,2022,35281011,Prefeitura Municipal de Macaubal,PMM,Local,Água e Esgoto,Administração pública direta,"7.481,00",7.460
352840,Mairinque,SP,Sudeste,2022,35284011,Saneaqua Mairinque S/A,SM,Local,Água e Esgoto,Empresa privada,"50.027,00",30.883
352860,Manduri,SP,Sudeste,2022,35286011,Superintendência de Água e Esgoto de Manduri,SAEMAN,Local,Água e Esgoto,Autarquia,"9.871,00",9.233
352885,Marapoama,SP,Sudeste,2022,35288511,Prefeitura Municipal de Marapoama,PMM,Local,Água e Esgoto,Administração pública direta,"3.292,00",3.292
352900,Marília,SP,Sudeste,2022,35290011,Departamento de Água e Esgoto de Marília,DAEM,Local,Água e Esgoto,Autarquia,"237.627,00",237.627
352920,Martinópolis,SP,Sudeste,2022,35292011,Prefeitura Municipal de Martinópolis,DAEM,Local,Água e Esgoto,Administração pública direta,"24.881,00",24.881
352930,Matão,SP,Sudeste,2022,35293011,Águas de Matão,AM,Local,Água e Esgoto,Empresa privada,"79.033,00",77.149
352950,Mendonça,SP,Sudeste,2022,35295011,Prefeitura Municipal de Mendonça,PMM,Local,Água e Esgoto,Administração pública direta,"6.159,00",5.601
352980,Mineiros do Tietê,SP,Sudeste,2022,35298011,Águas de Mineiros do Tietê,AMT,Local,Água e Esgoto,Empresa privada,"11.230,00",10.731
353010,Mirandópolis,SP,Sudeste,2022,35301012,Serviço Autônomo de Água e Esgoto de Mirandópolis,SAAEM,Local,Água e Esgoto,Autarquia,"27.983,00",26.203
353030,Mirassol,SP,Sudeste,2022,35303011,Saneamento de Mirassol - Sanessol S.A,SANESSOL,Local,Água e Esgoto,Empresa privada,"63.337,00",61.599
353040,Mirassolândia,SP,Sudeste,2022,35304011,Prefeitura Municipal de Mirassolândia,PMM,Local,Água e Esgoto,Administração pública direta,"4.669,00",3.740
353060,Mogi das Cruzes,SP,Sudeste,2022,35306011,Serviço Municipal de Águas e Esgotos,SEMAE,Local,Água e Esgoto,Autarquia,"451.505,00",394.226
353070,Mogi Guaçu,SP,Sudeste,2022,35307011,Serviço Autônomo Municipal de Água e Esgoto de Mogi Guaçu,SAMAE,Local,Água e Esgoto,Autarquia,"153.658,00",146.664
353080,Mogi Mirim,SP,Sudeste,2022,35308011,Serviço Autônomo de Água e Esgotos de Mogi Mirim,SAAE,Local,Água e Esgoto,Autarquia,"92.558,00",81.120
353120,Monte Alegre do Sul,SP,Sudeste,2022,35312011,Prefeitura Municipal de Monte Alegre do Sul,PMMA,Local,Água e Esgoto,Administração pública direta,"8.627,00",3.918
353150,Monte Azul Paulista,SP,Sudeste,2022,35315011,"Serviço Autônomo de Água, Esgoto e Meio Ambiente de Monte Azul Paulista",SAEMAP,Local,Água e Esgoto,Autarquia,"18.151,00",18.084
353190,Morro Agudo,SP,Sudeste,2022,35319011,Prefeitura Municipal de Morro Agudo,PMMA,Local,Água e Esgoto,Administração pública direta,"27.933,00",25.693
353205,Motuca,SP,Sudeste,2022,35320511,Prefeitura Municipal de Motuca,PMM,Local,Água e Esgoto,Administração pública direta,"4.034,00",4.000
353210,Murutinga do Sul,SP,Sudeste,2022,35321011,Prefeitura Municipal de Murutinga do Sul,PMMS,Local,Água e Esgoto,Administração pública direta,"3.737,00",2.102
353215,Nantes,SP,Sudeste,2022,35321511,Prefeitura Municipal de Nantes,PMN,Local,Água e Esgoto,Administração pública direta,"2.660,00",2.359
353230,Natividade da Serra,SP,Sudeste,2022,35323011,Prefeitura Municipal de Natividade da Serra,PMNS,Local,Água e Esgoto,Administração pública direta,"6.999,00",2.870
353250,Neves Paulista,SP,Sudeste,2022,35325011,Prefeitura Municipal de Neves Paulista,PMNP,Local,Água e Esgoto,Administração pública direta,"9.699,00",8.771
353280,Nova Aliança,SP,Sudeste,2022,35328011,Prefeitura Municipal de Nova Aliança,PMNA,Local,Água e Esgoto,Administração pública direta,"6.693,00",5.561
353286,Nova Castilho,SP,Sudeste,2022,35328611,Prefeitura Municipal de Nova Castilho,PMNC,Local,Água e Esgoto,Administração pública direta,"1.062,00",1.059
353290,Nova Europa,SP,Sudeste,2022,35329011,Prefeitura Municipal de Nova Europa,PMNE,Local,Água e Esgoto,Administração pública direta,"9.311,00",9.311
353320,Nova Independência,SP,Sudeste,2022,35332011,Prefeitura Municipal de Nova Independência,PMNI,Local,Água e Esgoto,Administração pública direta,"4.609,00",4.609
353325,Novais,SP,Sudeste,2022,35332511,Prefeitura Municipal de Novais,PMN,Local,Água e Esgoto,Administração pública direta,"4.412,00",4.015
353340,Nova Odessa,SP,Sudeste,2022,35334011,Cia de Desenvolvimento de Nova Odessa,CODEN,Local,Água e Esgoto,Sociedade de economia mista com administração pública,"62.019,00",59.458
353360,Nuporanga,SP,Sudeste,2022,35336011,Prefeitura Municipal de Nuporanga,PMN,Local,Água e Esgoto,Administração pública direta,"7.391,00",7.370
353370,Ocauçu,SP,Sudeste,2022,35337011,Prefeitura Municipal de Ocauçu,PMO,Local,Água e Esgoto,Administração pública direta,"4.331,00",3.457
353390,Olímpia,SP,Sudeste,2022,35339011,Superintendência de Água e Esgoto e Meio Ambiente de Olímpia,DAEMO,Local,Água e Esgoto,Autarquia,"55.074,00",52.923
353430,Orlândia,SP,Sudeste,2022,35343011,Prefeitura Municipal de Orlândia,PMO,Local,Água e Esgoto,Administração pública direta,"38.319,00",36.938
353470,Ourinhos,SP,Sudeste,2022,35347011,Superintendência de Água e Esgoto de Ourinhos,SAE,Local,Água e Esgoto,Autarquia,"103.970,00",100.368
353480,Ouro Verde,SP,Sudeste,2022,35348011,Prefeitura Municipal de Ouro Verde,PMOV,Local,Água e Esgoto,Administração pública direta,"7.779,00",7.766
353490,Pacaembu,SP,Sudeste,2022,35349011,Prefeitura Municipal de Pacaembu,PMP,Local,Água e Esgoto,Administração pública direta,"14.877,00",9.344
353500,Palestina,SP,Sudeste,2022,35350011,Empresa de Saneamento de Palestina,ESAP,Local,Água e Esgoto,Empresa privada,"11.476,00",10.507
353530,Palmital,SP,Sudeste,2022,35353011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"19.594,00",19.559
353540,Panorama,SP,Sudeste,2022,35354011,Prefeitura Municipal de Panorama,PMP,Local,Água e Esgoto,Administração pública direta,"14.964,00",6.589
353560,Paraibuna,SP,Sudeste,2022,35356012,Companhia de Águas e Esgotos de Paraibuna,CAEPA,Local,Água e Esgoto,Empresa privada,"17.667,00",8.633
353570,Paraíso,SP,Sudeste,2022,35357011,Prefeitura Municipal de Paraíso,PMP,Local,Água e Esgoto,Administração pública direta,"6.099,00",6.099
353625,Parisi,SP,Sudeste,2022,35362511,Prefeitura Municipal de Parisi,PMP,Local,Água e Esgoto,Administração pública direta,"2.892,00",2.892
353630,Patrocínio Paulista,SP,Sudeste,2022,35363011,Prefeitura Municipal de Patrocínio Paulista,PMPP,Local,Água e Esgoto,Administração pública direta,"14.512,00",13.900
353640,Paulicéia,SP,Sudeste,2022,35364011,Prefeitura Municipal de Paulicéia,DAEP,Local,Água e Esgoto,Administração pública direta,"7.955,00",3.692
353710,Pedreira,SP,Sudeste,2022,35371011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"43.112,00",42.222
353730,Penápolis,SP,Sudeste,2022,35373011,Departamento Autônomo de Água e Esgoto de Penápolis,DAEP,Local,Água e Esgoto,Autarquia,"61.679,00",59.304
353740,Pereira Barreto,SP,Sudeste,2022,35374011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"24.095,00",22.219
353810,Pindorama,SP,Sudeste,2022,35381011,Prefeitura Municipal de Pindorama,PMP,Local,Água e Esgoto,Administração pública direta,"14.542,00",14.542
353850,Piquete,SP,Sudeste,2022,35385011,ÁGUAS PIQUETE S.A.,AP,Local,Água e Esgoto,Empresa privada,"12.490,00",9.804
353870,Piracicaba,SP,Sudeste,2022,35387011,Serviço Municipal de Água e Esgoto,SEMAE,Local,Água e Esgoto,Autarquia,"423.323,00",423.323
353890,Pirajuí,SP,Sudeste,2022,35389011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"22.431,00",22.431
353900,Pirangi,SP,Sudeste,2022,35390011,Prefeitura Municipal de Pirangi,PMP,Local,Água e Esgoto,Administração pública direta,"10.885,00",10.880
353930,Pirassununga,SP,Sudeste,2022,35393011,Serviço de Água e Esgoto de Pirassununga,SAEP,Local,Água e Esgoto,Autarquia,"73.545,00",67.290
353950,Pitangueiras,SP,Sudeste,2022,35395011,Prefeitura Municipal de Pitangueiras,PMP,Local,Água e Esgoto,Administração pública direta,"33.674,00",33.674
354000,Pompéia,SP,Sudeste,2022,35400011,Serviço Autônomo de Água e Esgoto de Pompéia/Sp,SAAE,Local,Água e Esgoto,Autarquia,"20.196,00",18.127
354020,Pontal,SP,Sudeste,2022,35402011,Prefeitura Municipal de Pontal,DAE,Local,Água e Esgoto,Administração pública direta,"37.607,00",37.526
354060,Porto Feliz,SP,Sudeste,2022,35406011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"56.497,00",56.497
354070,Porto Ferreira,SP,Sudeste,2022,35407011,BRK Ambiental - Porto Ferreira S.A.,BRK,Local,Água e Esgoto,Empresa privada,"52.649,00",51.704
354075,Potim,SP,Sudeste,2022,35407512,Águas de Potim SPE LTDA,AP,Local,Água e Esgoto,Empresa privada,"20.392,00",20.342
354080,Potirendaba,SP,Sudeste,2022,35408011,Prefeitura Municipal de Potirendaba,PMP,Local,Água e Esgoto,Administração pública direta,"18.496,00",18.496
354090,Pradópolis,SP,Sudeste,2022,35409011,Prefeitura Municipal de Pradópolis,PMP,Local,Água e Esgoto,Administração pública direta,"17.078,00",15.783
354150,Presidente Venceslau,SP,Sudeste,2022,35415011,Prefeitura Municipal de Presidente Venceslau,PMPV,Local,Água e Esgoto,Administração pública direta,"35.201,00",35.039
354160,Promissão,SP,Sudeste,2022,35416011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"35.131,00",32.000
354210,Rafard,SP,Sudeste,2022,35421011,Prefeitura Municipal de Rafard,PMR,Local,Água e Esgoto,Administração pública direta,"8.965,00",8.965
354220,Rancharia,SP,Sudeste,2022,35422011,Prefeitura Municipal de Rancharia,PMR,Local,Água e Esgoto,Administração pública direta,"28.588,00",28.533
354250,Reginópolis,SP,Sudeste,2022,35425011,Prefeitura Municipal de Reginópolis,PMR,Local,Água e Esgoto,Administração pública direta,"7.662,00",4.212
354290,Ribeirão Bonito,SP,Sudeste,2022,35429011,Prefeitura Municipal de Ribeirão Bonito,PMRB,Local,Água e Esgoto,Administração pública direta,"10.989,00",10.989
354340,Ribeirão Preto,SP,Sudeste,2022,35434011,Secretaria de Água e Esgoto de Ribeirão Preto,SAERP,Local,Água e Esgoto,Administração pública direta,"698.642,00",696.653
354370,Rincão,SP,Sudeste,2022,35437011,Prefeitura Municipal de Rincão,PMR,Local,Água e Esgoto,Administração pública direta,"9.098,00",7.073
354380,Rinópolis,SP,Sudeste,2022,35438011,Prefeitura Municipal de Rinópolis,PMR,Local,Água e Esgoto,Administração pública direta,"9.259,00",8.240
354390,Rio Claro,SP,Sudeste,2022,35439011,Departamento Autônomo de Água e Esgoto,DAAE,Local,Água e Esgoto,Autarquia,"201.418,00",201.418
354460,Sabino,SP,Sudeste,2022,35446011,Prefeitura Municipal de Sabino,PMS,Local,Água e Esgoto,Administração pública direta,"5.112,00",5.112
354480,Sales,SP,Sudeste,2022,35448011,Prefeitura Municipal de Sales,PMS,Local,Água e Esgoto,Administração pública direta,"6.437,00",6.407
354490,Sales Oliveira,SP,Sudeste,2022,35449011,Prefeitura Municipal de Sales Oliveira,PMSO,Local,Água e Esgoto,Administração pública direta,"11.411,00",11.411
354540,Salto Grande,SP,Sudeste,2022,35454011,Prefeitura Municipal de Salto Grande,PMSG,Local,Água e Esgoto,Administração pública direta,"9.050,00",9.050
354560,Santa Adélia,SP,Sudeste,2022,35456011,Prefeitura Municipal de Santa Adélia,PMSA,Local,Água e Esgoto,Administração pública direta,"14.018,00",12.950
354580,Santa Bárbara D Oeste,SP,Sudeste,2022,35458011,Departamento de Água e Esgoto de Santa Bárbara D´Oeste,DAE,Local,Água e Esgoto,Autarquia,"183.347,00",181.036
354620,Santa Cruz da Conceição,SP,Sudeste,2022,35462011,Prefeitura Municipal de Santa Cruz da Conceição,PMSCC,Local,Água e Esgoto,Administração pública direta,"4.277,00",2.800
354630,Santa Cruz das Palmeiras,SP,Sudeste,2022,35463011,Prefeitura Municipal de Santa Cruz das Palmeiras,PMSCP,Local,Água e Esgoto,Administração pública direta,"28.864,00",27.962
354660,Santa Fé do Sul,SP,Sudeste,2022,35466011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"34.794,00",33.394
354670,Santa Gertrudes,SP,Sudeste,2022,35467011,BRK Ambiental - Santa Gertrudes S.A.,BRK,Local,Água e Esgoto,Empresa privada,"23.611,00",23.360
354690,Santa Lúcia,SP,Sudeste,2022,35469011,Prefeitura Municipal de Santa Lúcia,PMSL,Local,Água e Esgoto,Administração pública direta,"7.149,00",7.004
354740,Santa Rita D Oeste,SP,Sudeste,2022,35474011,Prefeitura Municipal de Santa Rita D'Oeste,PMSRD,Local,Água e Esgoto,Administração pública direta,"2.733,00",1.796
354750,Santa Rita do Passa Quatro,SP,Sudeste,2022,35475012,Companhia Águas de Santa Rita,COMASA,Local,Água e Esgoto,Empresa privada,"24.833,00",22.229
354790,Santo Antônio da Alegria,SP,Sudeste,2022,35479011,Prefeitura Municipal de Santo Antônio da Alegria,PMSAA,Local,Água e Esgoto,Administração pública direta,"6.775,00",6.775
354800,Santo Antônio de Posse,SP,Sudeste,2022,35480011,Prefeitura Municipal de Santo Antônio de Posse,PMSAP,Local,Água e Esgoto,Administração pública direta,"23.244,00",21.019
354805,Santo Antônio do Aracanguá,SP,Sudeste,2022,35480511,Prefeitura Municipal de Santo Antonio do Aracanguá,PMSAA,Local,Água e Esgoto,Administração pública direta,"8.379,00",6.573
354880,São Caetano do Sul,SP,Sudeste,2022,35488011,"SISTEMA DE ÁGUA, ESGOTO E SANEAMENTO AMBIENTAL",SAESA,Local,Água e Esgoto,Autarquia,"165.655,00",165.655
354890,São Carlos,SP,Sudeste,2022,35489011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,"254.857,00",254.857
354925,São João de Iracema,SP,Sudeste,2022,35492511,Prefeitura Municipal de São João de Iracema,PMSJI,Local,Água e Esgoto,Administração pública direta,"1.846,00",1.400
354930,São João do Pau d Alho,SP,Sudeste,2022,35493011,Prefeitura Municipal de São João do Pau D'Alho,PMSJPD,Local,Água e Esgoto,Administração pública direta,"2.242,00",1.797
354940,São Joaquim da Barra,SP,Sudeste,2022,35494011,Prefeitura Municipal de São Joaquim da Barra,PMSJB,Local,Água e Esgoto,Administração pública direta,"48.558,00",48.058
354950,São José da Bela Vista,SP,Sudeste,2022,35495011,Prefeitura Municipal de São José da Bela Vista,PMSJBV,Local,Água e Esgoto,Administração pública direta,"7.626,00",7.626
354960,São José do Barreiro,SP,Sudeste,2022,35496011,Prefeitura Municipal de São José do Barreiro,PMSJB,Local,Água e Esgoto,Administração pública direta,"3.853,00",3.447
354970,São José do Rio Pardo,SP,Sudeste,2022,35497011,Superintendência Autônoma de Água e Esgoto de São José do Rio Pardo,SAAESRP,Local,Água e Esgoto,Autarquia,"52.205,00",52.204
354980,São José do Rio Preto,SP,Sudeste,2022,35498011,Serviço Municipal Autônomo de Água e Esgoto,SEMAE,Local,Água e Esgoto,Autarquia,"480.393,00",446.787
352210,Itanhaém,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"112.476,00",58.477
350010,Adamantina,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"34.687,00",34.650
350020,Adolfo,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"4.351,00",3.309
350030,Aguaí,SP,Sudeste,2022,35503000,Companhia de Saneamento Básico do Estado de São Paulo,SABESP,Regional,Água e Esgoto,Sociedade de economia mista com administração pública,"32.072,00",31.295
