Código do Município,Município,Estado,Região,Ano de Referência,Código do Prestador,Prestador,Sigla do Prestador,Abrangência,Tipo de serviço,Natureza jurídica,POP_TOT - População total do município do ano de referência (Fonte: IBGE):,ES001 - População total atendida com esgotamento sanitário
313030,Iguatama,MG,Sudeste,2018,31303012,Serviço Autônomo de Água e Esgoto de Iguatama,SAAE,Local,Água e Esgoto,Autarquia,7.971,7.322
313040,Ijaci,MG,Sudeste,2018,31304011,Prefeitura Municipal de Ijaci,PMI,Local,Água e Esgoto,Administração pública direta,6.488,6.207
313120,Ipanema,MG,Sudeste,2018,31312011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,19.717,14.638
313170,Itabira,MG,Sudeste,2018,31317011,Serviço Autônomo de Água e Esgoto de Itabira,SAAE-Itabira,Local,Água e Esgoto,Autarquia,119.186,110.895
313190,Itabirito,MG,Sudeste,2018,31319011,SERVIÇO AUTÔNOMO SANEAMENTO BÁSICO,SAAE,Local,Água e Esgoto,Autarquia,51.281,44.892
313220,Itaguara,MG,Sudeste,2018,31322011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,13.278,11.889
313280,Itambé do Mato Dentro,MG,Sudeste,2018,31328011,Prefeitura Municipal de Itambé do Mato Dentro,PMIMD,Local,Água e Esgoto,Administração pública direta,2.107,900
313310,Itanhandu,MG,Sudeste,2018,31331011,Prefeitura Municipal de Itanhandu,PMI,Local,Água e Esgoto,Administração pública direta,15.236,15.236
313380,Itaúna,MG,Sudeste,2018,31338011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,92.561,89.596
313420,Ituiutaba,MG,Sudeste,2018,31342011,Superintendência de Água e Esgotos de Ituiutaba,SAE,Local,Água e Esgoto,Autarquia,104.067,99.584
313500,Jaguaraçu,MG,Sudeste,2018,31350011,Prefeitura Municipal de Jáguaraçu,PMJ,Local,Água e Esgoto,Administração pública direta,3.124,3.124
313530,Japaraíba,MG,Sudeste,2018,31353011,Prefeitura Municipal de Japaraíba,PMJ,Local,Água e Esgoto,Administração pública direta,4.314,2.793
313540,Jeceaba,MG,Sudeste,2018,31354011,Prefeitura Municipal de Jeceaba,PMJ,Local,Água e Esgoto,Administração pública direta,4.973,4.115
313550,Jequeri,MG,Sudeste,2018,31355011,Departamento Municipal de Água e Esgoto,DEMAE,Local,Água e Esgoto,Autarquia,12.460,6.800
313590,Jesuânia,MG,Sudeste,2018,31359011,Prefeitura Municipal de Jesuania,PMJ,Local,Água e Esgoto,Administração pública direta,4.795,3.112
313620,João Monlevade,MG,Sudeste,2018,31362011,Departamento Municipal de Águas e Esgotos,DAE,Local,Água e Esgoto,Autarquia,79.387,79.387
313670,Juiz de Fora,MG,Sudeste,2018,31367011,Companhia de Saneamento Municipal,CESAMA,Local,Água e Esgoto,Empresa pública,564.310,528.900
313720,Lagoa da Prata,MG,Sudeste,2018,31372011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,51.601,51.601
313750,Lagoa Formosa,MG,Sudeste,2018,31375011,Serviço Autônomo de Água e Esgotos,SAAE,Local,Água e Esgoto,Autarquia,17.991,15.790
313770,Lajinha,MG,Sudeste,2018,31377011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,19.928,9.425
313780,Lambari,MG,Sudeste,2018,31378011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,20.719,14.689
313860,Lima Duarte,MG,Sudeste,2018,31386011,Departamento Municipal de Água e Esgoto,DEMAE,Local,Água e Esgoto,Autarquia,16.671,15.407
313867,Luisburgo,MG,Sudeste,2018,31386711,Prefeitura Municipal de Luisburgo,PML,Local,Água e Esgoto,Administração pública direta,6.275,1.848
313900,Machado,MG,Sudeste,2018,31390011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,41.844,41.844
313940,Manhuaçu,MG,Sudeste,2018,31394011,Serviço Autônomo Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,89.256,89.256
313950,Manhumirim,MG,Sudeste,2018,31395011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,22.608,17.447
313960,Mantena,MG,Sudeste,2018,31396011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,27.640,27.111
314000,Mariana,MG,Sudeste,2018,31400011,Serviço Autônomo de Água e Esgoto de Mariana,SAAE,Local,Água e Esgoto,Autarquia,60.142,48.114
314030,Marliéria,MG,Sudeste,2018,31403011,Prefeitura Municipal de Marliéria,PMM,Local,Água e Esgoto,Administração pública direta,4.044,4.044
314040,Marmelópolis,MG,Sudeste,2018,31404011,Prefeitura Municipal de Marmelópolis,PMM,Local,Água e Esgoto,Administração pública direta,2.784,1.900
314240,Moema,MG,Sudeste,2018,31424012,Serviço Autônomo de Água e Esgoto de Moema,SAAEM,Local,Água e Esgoto,Autarquia,7.479,5.935
314280,Monte Alegre de Minas,MG,Sudeste,2018,31428011,Prefeitura Municipal de Monte Alegre de Minas,PMMAM,Local,Água e Esgoto,Administração pública direta,20.999,15.526
314310,Monte Carmelo,MG,Sudeste,2018,31431011,Departamento Municipal de Água e Esgoto,DMAE,Local,Água e Esgoto,Autarquia,47.682,47.682
314390,Muriaé,MG,Sudeste,2018,31439011,Departamento Municipal de Saneamento Urbano,DEMSUR,Local,Água e Esgoto,Autarquia,108.113,107.032
314460,Nepomuceno,MG,Sudeste,2018,31446011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,26.709,26.174
314500,Nova Ponte,MG,Sudeste,2018,31450011,Prefeitura Municipal de Nova Ponte,DMAE,Local,Água e Esgoto,Administração pública direta,15.280,13.108
314520,Nova Serrana,MG,Sudeste,2018,31452011,Prefeitura Municipal de Nova Serrana,PMNS,Local,Água e Esgoto,Administração pública direta,99.770,3.680
314540,Olaria,MG,Sudeste,2018,31454011,Prefeitura Municipal de Olaria,PMO,Local,Água e Esgoto,Administração pública direta,1.775,1.775
314550,Olímpio Noronha,MG,Sudeste,2018,31455011,Prefeitura Municipal de Olímpio Noronha,PMON,Local,Água e Esgoto,Administração pública direta,2.765,2.439
314560,Oliveira,MG,Sudeste,2018,31456011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,41.529,37.664
314600,Ouro Fino,MG,Sudeste,2018,31460011,Departamento Municipal Autônomo de Água e Esgoto,DMAAE,Local,Água e Esgoto,Autarquia,33.481,33.481
314610,Ouro Preto,MG,Sudeste,2018,31461011,Serviço Municipal de Água e Esgoto de Ouro Preto,SEMAE,Local,Água e Esgoto,Autarquia,73.994,49.298
314650,Pains,MG,Sudeste,2018,31465011,Serviço Autônomo de Água e Esgoto de Pains,SAAE,Local,Água e Esgoto,Autarquia,8.270,7.017
314690,Papagaios,MG,Sudeste,2018,31469011,Prefeitura Municipal de Papagaios,PMP,Local,Água e Esgoto,Administração pública direta,15.543,13.070
314710,Pará de Minas,MG,Sudeste,2018,31471011,Águas de Pará de Minas S. A.,CAPAM,Local,Água e Esgoto,Empresa privada,93.101,91.829
314720,Paraguaçu,MG,Sudeste,2018,31472011,Concessionária de Saneamento Básico Ltda,COSÁGUA,Local,Água e Esgoto,Empresa privada,21.418,19.288
314730,Paraisópolis,MG,Sudeste,2018,31473011,Serviço Autônomo de Água e Esgoto de Paraisópolis,SAAE,Local,Água e Esgoto,Autarquia,20.940,20.940
314760,Passa Quatro,MG,Sudeste,2018,31476011,Prefeitura Municipal de Passa Quatro,PMPQ,Local,Água e Esgoto,Administração pública direta,16.294,11.305
314790,Passos,MG,Sudeste,2018,31479011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,113.998,107.376
314810,Patrocínio,MG,Sudeste,2018,31481011,Departamento de Água e Esgoto de Patrocínio,DAEPA,Local,Água e Esgoto,Autarquia,90.041,90.041
314875,Pedra Bonita,MG,Sudeste,2018,31487511,Prefeitura Municipal de Pedra Bonita,PMPB,Local,Água e Esgoto,Administração pública direta,7.065,3.120
314900,Pedra Dourada,MG,Sudeste,2018,31490011,Prefeitura Municipal de Pedra Dourada,PMPD,Local,Água e Esgoto,Administração pública direta,2.475,1.470
314960,Pequi,MG,Sudeste,2018,31496011,Prefeitura Municipal de Pequi,PMP,Local,Água e Esgoto,Administração pública direta,4.379,2.570
315010,Piau,MG,Sudeste,2018,31501011,Prefeitura Municipal de Piau,PMP,Local,Água e Esgoto,Administração pública direta,2.763,1.624
315050,Pimenta,MG,Sudeste,2018,31505011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,8.631,7.300
315060,Piracema,MG,Sudeste,2018,31506011,Prefeitura Municipal de Piracema,PMP,Local,Água e Esgoto,Administração pública direta,6.421,3.041
315120,Pirapora,MG,Sudeste,2018,31512011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,56.208,30.338
315150,Piumhi,MG,Sudeste,2018,31515011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,34.456,30.869
315180,Poços de Caldas,MG,Sudeste,2018,31518011,Departamento Municipal de Água e Esgoto,DMAE,Local,Água e Esgoto,Autarquia,166.111,166.111
315190,Pocrane,MG,Sudeste,2018,31519011,Prefeitura Municipal de Pocrane,PMP,Local,Água e Esgoto,Administração pública direta,8.508,2.746
315210,Ponte Nova,MG,Sudeste,2018,31521011,"Departamento Municipal de Água, Esgoto e Saneamento",DMAES,Local,Água e Esgoto,Autarquia,59.605,57.342
315290,Pratápolis,MG,Sudeste,2018,31529011,Prefeitura Municipal de Pratápolis,PMP,Local,Água e Esgoto,Administração pública direta,8.642,6.819
315300,Pratinha,MG,Sudeste,2018,31530011,Prefeitura Municipal de Pratinha,PMP,Local,Água e Esgoto,Administração pública direta,3.573,1.800
315330,Presidente Kubitschek,MG,Sudeste,2018,31533011,Prefeitura Municipal de Presidente Kubitschek,PMPK,Local,Água e Esgoto,Administração pública direta,3.004,2.048
315380,Queluzito,MG,Sudeste,2018,31538011,Prefeitura Municipal de Queluzito,PMQ,Local,Água e Esgoto,Administração pública direta,1.934,985
315400,Raul Soares,MG,Sudeste,2018,31540011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,23.814,17.241
315410,Recreio,MG,Sudeste,2018,31541011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,10.514,9.087
315500,Rio Doce,MG,Sudeste,2018,31550011,Prefeitura Municipal de Rio Doce,PMRD,Local,Água e Esgoto,Administração pública direta,2.599,2.590
315620,Rochedo de Minas,MG,Sudeste,2018,31562011,Prefeitura Municipal de Rochedo de Minas,PMRM,Local,Água e Esgoto,Administração pública direta,2.289,2.070
315680,Sabinópolis,MG,Sudeste,2018,31568011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,15.525,7.215
315870,Santana do Garambéu,MG,Sudeste,2018,31587011,Prefeitura Municipal de Santana do Garambéu,PMSG,Local,Água e Esgoto,Administração pública direta,2.438,1.890
315930,Santa Rita de Jacutinga,MG,Sudeste,2018,31593011,Prefeitura Municipal de Santa Rita de Jacutinga,PMSRJ,Local,Água e Esgoto,Administração pública direta,4.905,3.890
316140,São Francisco do Glória,MG,Sudeste,2018,31614011,Prefeitura Municipal de São Francisco do Glória,PMSFG,Local,Água e Esgoto,Administração pública direta,4.889,1.774
316160,São Geraldo da Piedade,MG,Sudeste,2018,31616011,Prefeitura Municipal de São Geraldo da Piedade,PMSGP,Local,Água e Esgoto,Administração pública direta,4.015,1.012
316190,São Gonçalo do Rio Abaixo,MG,Sudeste,2018,31619011,Prefeitura Municipal de São Gonçalo do Rio Abaixo,PMSGRA,Local,Água e Esgoto,Administração pública direta,10.818,10.375
316220,São João Batista do Glória,MG,Sudeste,2018,31622011,Serviço de Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,7.407,5.920
316230,São João da Mata,MG,Sudeste,2018,31623011,Prefeitura Municipal de São João da Mata,PMSJ,Local,Água e Esgoto,Administração pública direta,2.753,1.810
316250,São João del Rei,MG,Sudeste,2018,31625011,Departamento Autônomo Municipal de Água e Esgoto,DAMAE,Local,Água e Esgoto,Autarquia,89.653,73.653
316310,São José da Varginha,MG,Sudeste,2018,31631011,Prefeitura Municipal de São José da Varginha,PMSJV,Local,Água e Esgoto,Administração pública direta,4.927,1.728
316370,São Lourenço,MG,Sudeste,2018,31637011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,45.488,42.030
316490,São Sebastião do Rio Verde,MG,Sudeste,2018,31649011,Prefeitura Municipal de São Sebastião do Rio Verde,PMSSRV,Local,Água e Esgoto,Administração pública direta,2.231,2.231
316560,Senador Cortes,MG,Sudeste,2018,31656011,Prefeitura Municipal de Senador Cortes,PMSC,Local,Água e Esgoto,Administração pública direta,2.007,2.007
316570,Senador Firmino,MG,Sudeste,2018,31657011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,7.764,2.513
316600,Senhora de Oliveira,MG,Sudeste,2018,31660011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,5.786,3.315
316620,Senhora dos Remédios,MG,Sudeste,2018,31662011,Prefeitura Municipal de Senhora dos Remédios,PMSR,Local,Água e Esgoto,Administração pública direta,10.451,3.000
316640,Seritinga,MG,Sudeste,2018,31664011,Prefeitura Municipal de Seritinga,PMS,Local,Água e Esgoto,Administração pública direta,1.848,1.565
316700,Serranos,MG,Sudeste,2018,31670011,Prefeitura Municipal de Serranos,PMS,Local,Água e Esgoto,Administração pública direta,1.970,700
316720,Sete Lagoas,MG,Sudeste,2018,31672011,"Serviço Autônomo de Água, Esgoto e Saneamento Urbano",SAAE,Local,Água e Esgoto,Autarquia,237.286,227.607
316740,Silvianópolis,MG,Sudeste,2018,31674011,Prefeitura Municipal de Silvianópolis,PMS,Local,Água e Esgoto,Administração pública direta,6.227,3.647
316780,Soledade de Minas,MG,Sudeste,2018,31678011,SAAE - Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,6.112,4.050
316805,Taparuba,MG,Sudeste,2018,31680511,Serviço Autônomo de Água e Esgotos de Taparuba,SAAE,Local,Água e Esgoto,Autarquia,3.119,1.397
312010,Couto de Magalhães de Minas,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,4.396,3.268
312015,Crisólita,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,6.646,1.154
316330,São José do Divino,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,3.865,2.245
316257,São João do Manteninha,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,5.798,2.114
312160,Diamantina,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,47.617,4.329
312560,Felisburgo,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,7.409,4.402
315810,Santa Maria do Salto,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,5.248,3.209
315765,Santa Helena de Minas,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,6.345,2.465
315737,Santa Cruz de Salinas,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,4.177,1.176
312680,Frei Gaspar,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,5.891,2.081
312705,Fronteira dos Vales,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,4.601,2.230
315700,Salinas,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,41.349,1.817
315650,Rubelita,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,6.198,1.212
311545,Catuji,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,6.366,943
313657,Josenópolis,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,4.844,1.364
313700,Ladainha,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,18.026,3.691
313545,Jenipapo de Minas,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,7.645,2.208
313835,Leme do Prado,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,4.915,1.281
314140,Medina,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,20.882,430
314180,Minas Novas,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,31.471,871
314850,Pavão,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,8.481,4.402
313400,Itinga,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,14.956,5.227
314315,Monte Formoso,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,4.889,1.439
314467,Nova Belém,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,3.255,1.089
314530,Novo Cruzeiro,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,31.326,2.032
313250,Itamarandiba,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,34.527,588
313230,Itaipé,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,12.681,4.419
314535,Novo Oriente de Minas,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,10.731,3.986
314537,Novorizonte,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,5.273,271
310090,Águas Formosas,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,19.166,1.033
310285,Angelândia,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,8.481,3.747
310340,Araçuaí,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,36.705,738
310445,Aricanduva,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,5.191,1.845
310520,Bandeira,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,4.825,2.149
310650,Berilo,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,11.995,2.339
310660,Bertópolis,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,4.602,530
313180,Itabirinha,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,11.446,1.670
310850,Botumirim,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,6.350,1.141
315240,Poté,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,16.491,988
314625,Padre Carvalho,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,6.332,1.794
311300,Caraí,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,23.586,1.383
317107,Veredinha,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,5.712,3.148
317030,Umburatiba,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,2.626,450
311370,Carlos Chagas,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,19.007,902
316970,Turmalina,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,19.797,65
313652,José Gonçalves de Minas,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,4.516,1.122
316555,Setubinha,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,12.134,723
311700,Comercinho,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,7.090,2.223
315510,Rio do Prado,MG,Sudeste,2018,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Água e Esgoto,Empresa pública,5.167,2.016
316900,Tocantins,MG,Sudeste,2018,31690011,Prefeitura Municipal de Tocantins,PMT,Local,Água e Esgoto,Administração pública direta,16.602,16.600
316920,Tombos,MG,Sudeste,2018,31692011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,8.201,6.537
316940,Três Pontas,MG,Sudeste,2018,31694011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,56.546,54.688
316960,Tupaciguara,MG,Sudeste,2018,31696011,Departamento de Água e Esgoto,DAE,Local,Água e Esgoto,Autarquia,25.253,25.253
317010,Uberaba,MG,Sudeste,2018,31701011,"Companhia Operacional de Desenvolvimento, Saneamento e Ações Urbanas de Uberaba",CODAU,Local,Água e Esgoto,Autarquia,330.361,325.405
317020,Uberlândia,MG,Sudeste,2018,31702011,Departamento Municipal de Água e Esgoto,DMAE,Local,Água e Esgoto,Autarquia,683.247,668.596
317040,Unaí,MG,Sudeste,2018,31704011,Serviço Municipal de Saneamento Básico,SAAE,Local,Água e Esgoto,Autarquia,83.808,61.016
317115,Vermelho Novo,MG,Sudeste,2018,31711511,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,4.832,1.908
317130,Viçosa,MG,Sudeste,2018,31713011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Água e Esgoto,Autarquia,78.286,64.977
330010,Angra dos Reis,RJ,Sudeste,2018,33001011,Serviço Autônomo de Água e Esgoto de Angra dos Reis,SAAE,Local,Água e Esgoto,Autarquia,200.407,92.277
330020,Araruama,RJ,Sudeste,2018,33002011,Concessionária Águas de Juturnaíba S/A,CAJ,Microrregional,Água e Esgoto,Empresa privada,130.439,87.249
330560,Silva Jardim,RJ,Sudeste,2018,33002011,Concessionária Águas de Juturnaíba S/A,CAJ,Microrregional,Água e Esgoto,Empresa privada,21.773,10.191
330550,Saquarema,RJ,Sudeste,2018,33002011,Concessionária Águas de Juturnaíba S/A,CAJ,Microrregional,Água e Esgoto,Empresa privada,87.704,64.855
330030,Barra do Piraí,RJ,Sudeste,2018,33003011,Prefeitura Municipal de Barra do Piraí,PMBP,Local,Água e Esgoto,Administração pública direta,99.969,74.662
330040,Barra Mansa,RJ,Sudeste,2018,33004011,Serviço Autônomo de Água e Esgoto de Barra Mansa,SAAE,Local,Água e Esgoto,Autarquia,183.976,164.295
330023,Armação dos Búzios,RJ,Sudeste,2018,33007011,Prolagos S/A - Concessionária de Serviços Públicos de Água e Esgoto,PROLAGOS,Microrregional,Água e Esgoto,Empresa privada,33.240,26.323
330025,Arraial do Cabo,RJ,Sudeste,2018,33007011,Prolagos S/A - Concessionária de Serviços Públicos de Água e Esgoto,PROLAGOS,Microrregional,Água e Esgoto,Empresa privada,30.096,23.833
330187,Iguaba Grande,RJ,Sudeste,2018,33007011,Prolagos S/A - Concessionária de Serviços Públicos de Água e Esgoto,PROLAGOS,Microrregional,Água e Esgoto,Empresa privada,27.762,21.985
330520,São Pedro da Aldeia,RJ,Sudeste,2018,33007011,Prolagos S/A - Concessionária de Serviços Públicos de Água e Esgoto,PROLAGOS,Microrregional,Água e Esgoto,Empresa privada,102.846,76.136
330070,Cabo Frio,RJ,Sudeste,2018,33007011,Prolagos S/A - Concessionária de Serviços Públicos de Água e Esgoto,PROLAGOS,Microrregional,Água e Esgoto,Empresa privada,222.528,132.937
330080,Cachoeiras de Macacu,RJ,Sudeste,2018,33008011,Autarquia Municipal de Água e Esgoto de Cachoeiras de Macacu,AMAE,Local,Água e Esgoto,Autarquia,58.560,32.000
